Column 1,Column 2,Column 3,Column 4,joined_address,json,lon,lat
81 W UTAH AV,Las Vegas,NV,89102,"81 W UTAH AV, Las Vegas, NV, 89102","[{""place_id"":""5030039644"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.153403702261,36.153503702261,-115.15506221076,-115.15496221076],""lat"":""36.1534537022612"",""lon"":""-115.155012210762"",""display_name"":""81, West Utah Avenue, 18b Arts District, Five Points, Las Vegas, Clark, Nevada, 89102, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.155012210762,36.1534537022612
110 CASA MONTANA CT,Las Vegas,NV,89005,"110 CASA MONTANA CT, Las Vegas, NV, 89005",[],,
81 N NELLIS BL,Las Vegas,NV,89106,"81 N NELLIS BL, Las Vegas, NV, 89106",[],,
95 N 21ST ST,Las Vegas,NV,89115,"95 N 21ST ST, Las Vegas, NV, 89115",[],,
115 W NEW YORK AV,Las Vegas,NV,89173,"115 W NEW YORK AV, Las Vegas, NV, 89173",[],,
48 MONTELLO AV,Las Vegas,NV,89110,"48 MONTELLO AV, Las Vegas, NV, 89110","[{""place_id"":""5036442838"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.16151572908,36.16161572908,-115.06591617892,-115.06581617892],""lat"":""36.16156572908"",""lon"":""-115.065866178917"",""display_name"":""48, Montello Avenue, Las Vegas, Clark, Nevada, 89110, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.215}]",-115.065866178917,36.16156572908
64 N PEARL ST,Las Vegas,NV,89110,"64 N PEARL ST, Las Vegas, NV, 89110","[{""place_id"":""5031519244"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.161749520833,36.161849520833,-115.09698504167,-115.09688504167],""lat"":""36.1617995208333"",""lon"":""-115.096935041667"",""display_name"":""64, North Pearl Street, Five Points, Las Vegas, Clark, Nevada, 89110, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.096935041667,36.1617995208333
38 N LAMB BL,Las Vegas,NV,89110,"38 N LAMB BL, Las Vegas, NV, 89110",[],,
50 E WASHINGTON AV,Las Vegas,NV,89101,"50 E WASHINGTON AV, Las Vegas, NV, 89101","[{""place_id"":""67198130"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""108132919"",""boundingbox"":[""36.1808547973633"",""36.1811943054199"",""-115.134162902832"",""-115.080337524414""],""lat"":""36.181047"",""lon"":""-115.107232"",""display_name"":""Washington Avenue, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""highway"",""type"":""tertiary"",""importance"":1.4},{""place_id"":""3673478845"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""198217582"",""boundingbox"":[""36.1811294555664"",""36.181209564209"",""-115.14013671875"",""-115.134155273438""],""lat"":""36.1811654"",""lon"":""-115.1366809"",""display_name"":""Washington Avenue, Cultural Corridor, Vegas Heights, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""highway"",""type"":""secondary"",""importance"":1.4},{""place_id"":""28481262"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""14305656"",""boundingbox"":[""36.1809120178223"",""36.1813697814941"",""-115.14582824707"",""-115.140129089355""],""lat"":""36.1811912"",""lon"":""-115.143096"",""display_name"":""Washington Avenue, Cultural Corridor, Vegas Heights, Las Vegas, Clark, Nevada, 89106, United States of America"",""class"":""highway"",""type"":""secondary"",""importance"":1.3}]",-115.107232,36.181047
5 CIRCA DE MONTANAS,Las Vegas,NV,89011,"5 CIRCA DE MONTANAS, Las Vegas, NV, 89011",[],,
5 LONGEVITY DR,Las Vegas,NV,89119,"5 LONGEVITY DR, Las Vegas, NV, 89119",[],,
96 CORPORATE PARK DR,Las Vegas,NV,66044,"96 CORPORATE PARK DR, Las Vegas, NV, 66044",[],,
115 N 7TH ST,Las Vegas,NV,89183,"115 N 7TH ST, Las Vegas, NV, 89183",[],,
55 S GIBSON RD,Las Vegas,NV,89104,"55 S GIBSON RD, Las Vegas, NV, 89104",[],,
112 W WYOMING AV,Las Vegas,NV,89032,"112 W WYOMING AV, Las Vegas, NV, 89032",[],,
20 GOLD BAR CT,Las Vegas,NV,91752,"20 GOLD BAR CT, Las Vegas, NV, 91752",[],,
6 SUNSET WY,Las Vegas,NV,89014,"6 SUNSET WY, Las Vegas, NV, 89014","[{""place_id"":""5033767509"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.072432864089,36.072532864089,-115.06952930612,-115.06942930612],""lat"":""36.0724828640889"",""lon"":""-115.069479306121"",""display_name"":""6, Sunset Way, Green Valley, Henderson, Clark, Nevada, 89014, United States of America"",""class"":""place"",""type"":""house"",""importance"":0.915}]",-115.069479306121,36.0724828640889
30 SACRAMENTO DR,Las Vegas,NV,89110,"30 SACRAMENTO DR, Las Vegas, NV, 89110","[{""place_id"":""28240072"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""14313430"",""boundingbox"":[""36.1643333435059"",""36.1656799316406"",""-115.087509155273"",""-115.087440490723""],""lat"":""36.16503"",""lon"":""-115.087459"",""display_name"":""Sacramento Drive, Five Points, Las Vegas, Clark, Nevada, 89110, United States of America"",""class"":""highway"",""type"":""residential"",""importance"":1.2}]",-115.087459,36.16503
25 30TH ST,Las Vegas,NV,89101,"25 30TH ST, Las Vegas, NV, 89101",[],,
8 SUNSET WY,Las Vegas,NV,89123,"8 SUNSET WY, Las Vegas, NV, 89123",[],,
39 W OWENS AV,Las Vegas,NV,89126,"39 W OWENS AV, Las Vegas, NV, 89126",[],,
65 ANTIQUE GARDEN ST,Las Vegas,NV,89128,"65 ANTIQUE GARDEN ST, Las Vegas, NV, 89128",[],,
100 SYCAMORE LN,Las Vegas,NV,89101,"100 SYCAMORE LN, Las Vegas, NV, 89101","[{""place_id"":""5030938470"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.179608,36.179708,-115.13971,-115.13961],""lat"":""36.179658"",""lon"":""-115.13966"",""display_name"":""100, Sycamore Lane, Cultural Corridor, Vegas Heights, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.115}]",-115.13966,36.179658
107 E CHARLESTON BL,Las Vegas,NV,89121,"107 E CHARLESTON BL, Las Vegas, NV, 89121",[],,
18 FREMONT ST,Las Vegas,NV,89135,"18 FREMONT ST, Las Vegas, NV, 89135",[],,
35 TUCKAWAY CT,Las Vegas,NV,89074,"35 TUCKAWAY CT, Las Vegas, NV, 89074","[{""place_id"":""5034731954"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.03030455102,36.03040455102,-115.09902977551,-115.09892977551],""lat"":""36.0303545510204"",""lon"":""-115.09897977551"",""display_name"":""35, Tuckaway Court, Green Valley, Henderson, Clark, Nevada, 89074, United States of America"",""class"":""place"",""type"":""house"",""importance"":0.915}]",-115.09897977551,36.0303545510204
76 GRAYTHORN MOUNTAIN CT,Las Vegas,NV,89012,"76 GRAYTHORN MOUNTAIN CT, Las Vegas, NV, 89012",[],,
101 W BROOKS AV,Las Vegas,NV,89030,"101 W BROOKS AV, Las Vegas, NV, 89030","[{""place_id"":""28483376"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""14307768"",""boundingbox"":[""36.2141342163086"",""36.2142486572266"",""-115.151916503906"",""-115.13858795166""],""lat"":""36.214236"",""lon"":""-115.145147"",""display_name"":""West Brooks Avenue, North Las Vegas, Clark, Nevada, 89030, United States of America"",""class"":""highway"",""type"":""residential"",""importance"":1.4}]",-115.145147,36.214236
103 S MALLARD ST,Las Vegas,NV,89107,"103 S MALLARD ST, Las Vegas, NV, 89107","[{""place_id"":""5031315286"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.172592946571,36.172692946571,-115.2229699075,-115.2228699075],""lat"":""36.1726429465711"",""lon"":""-115.222919907496"",""display_name"":""103, South Mallard Street, Charleston Heights, Las Vegas, Clark, Nevada, 89107, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.222919907496,36.1726429465711
101 MARKET ST,Las Vegas,NV,30339,"101 MARKET ST, Las Vegas, NV, 30339",[],,
108 MOUNT VERNON CI,Las Vegas,NV,89101,"108 MOUNT VERNON CI, Las Vegas, NV, 89101",[],,
101 CONVENTION CENTER DR,Las Vegas,NV,89112,"101 CONVENTION CENTER DR, Las Vegas, NV, 89112",[],,
85 CHARTAN AV,Las Vegas,NV,89183,"85 CHARTAN AV, Las Vegas, NV, 89183","[{""place_id"":""46944978"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""38913353"",""boundingbox"":[""35.9884223937988"",""35.9884300231934"",""-115.163734436035"",""-115.159255981445""],""lat"":""35.9884281"",""lon"":""-115.1614972"",""display_name"":""Chartan Avenue, Las Vegas, Clark, Nevada, 89123, United States of America"",""class"":""highway"",""type"":""residential"",""importance"":1.1}]",-115.1614972,35.9884281
101 SAM JONAS DR,Las Vegas,NV,89014,"101 SAM JONAS DR, Las Vegas, NV, 89014",[],,
18 FREMONT ST,Las Vegas,NV,89120,"18 FREMONT ST, Las Vegas, NV, 89120",[],,
2 W CHARLESTON BL,Las Vegas,NV,89101,"2 W CHARLESTON BL, Las Vegas, NV, 89101",[],,
101 S RAINBOW BL,Las Vegas,NV,89136,"101 S RAINBOW BL, Las Vegas, NV, 89136",[],,
100 N WALLACE DR,Las Vegas,NV,89107,"100 N WALLACE DR, Las Vegas, NV, 89107","[{""place_id"":""5029791398"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.174493,36.174593,-115.227289,-115.227189],""lat"":""36.174543"",""lon"":""-115.227239"",""display_name"":""100, North Wallace Drive, Charleston Heights, Las Vegas, Clark, Nevada, 89107, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.227239,36.174543
104 JUNIPER ST,Las Vegas,NV,89015,"104 JUNIPER ST, Las Vegas, NV, 89015",[],,
21 W IMPERIAL AV,Las Vegas,NV,89121,"21 W IMPERIAL AV, Las Vegas, NV, 89121",[],,
106 GASS AV,Las Vegas,NV,89101,"106 GASS AV, Las Vegas, NV, 89101","[{""place_id"":""5032797184"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.162988479111,36.163088479112,-115.15035551289,-115.15025551289],""lat"":""36.1630384791115"",""lon"":""-115.15030551289"",""display_name"":""106, Gass Avenue, John S. Park, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.215}]",-115.15030551289,36.1630384791115
110 N 13TH ST,Las Vegas,NV,89104,"110 N 13TH ST, Las Vegas, NV, 89104",[],,
114 HEXHAM CT,Las Vegas,NV,89015,"114 HEXHAM CT, Las Vegas, NV, 89015",[],,
112 W BROOKS AV,Las Vegas,NV,30305,"112 W BROOKS AV, Las Vegas, NV, 30305",[],,
45 MALEENA MESA ST,Las Vegas,NV,89074,"45 MALEENA MESA ST, Las Vegas, NV, 89074",[],,
107 E CHARLESTON BL,Las Vegas,NV,89044,"107 E CHARLESTON BL, Las Vegas, NV, 89044",[],,
107 N 6TH ST,Las Vegas,NV,89101,"107 N 6TH ST, Las Vegas, NV, 89101","[{""place_id"":""5033247038"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.168910214224,36.169010214224,-115.13954597663,-115.13944597663],""lat"":""36.1689602142235"",""lon"":""-115.139495976634"",""display_name"":""107, North 6th Street, Cultural Corridor, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.139495976634,36.1689602142235
15 W OWENS AV,Las Vegas,NV,89146,"15 W OWENS AV, Las Vegas, NV, 89146",[],,
103 S RAINBOW BL,Las Vegas,NV,89107,"103 S RAINBOW BL, Las Vegas, NV, 89107",[],,
35 W MAYFLOWER AV,Las Vegas,NV,89030,"35 W MAYFLOWER AV, Las Vegas, NV, 89030",[],,
108 HILLSWAY DR,Las Vegas,NV,89110,"108 HILLSWAY DR, Las Vegas, NV, 89110","[{""place_id"":""5033472748"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.163201761111,36.163301761111,-115.07263573932,-115.07253573932],""lat"":""36.1632517611114"",""lon"":""-115.072585739316"",""display_name"":""108, Hillsway Drive, Five Points, Las Vegas, Clark, Nevada, 89110, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.215}]",-115.072585739316,36.1632517611114
100 S 6TH ST,Las Vegas,NV,89104,"100 S 6TH ST, Las Vegas, NV, 89104","[{""place_id"":""5035287542"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.168631,36.168731,-115.139736,-115.139636],""lat"":""36.168681"",""lon"":""-115.139686"",""display_name"":""100, South 6th Street, John S. Park, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.315}]",-115.139686,36.168681
30 W WYOMING AV,Las Vegas,NV,89119,"30 W WYOMING AV, Las Vegas, NV, 89119",[],,
112 W BROOKS AV,Las Vegas,NV,89030,"112 W BROOKS AV, Las Vegas, NV, 89030","[{""place_id"":""5036401652"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.214192443645,36.214292443645,-115.14024960921,-115.14014960921],""lat"":""36.2142424436448"",""lon"":""-115.140199609206"",""display_name"":""112, West Brooks Avenue, North Las Vegas, Clark, Nevada, 89030, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.140199609206,36.2142424436448
117 S 11TH ST,Las Vegas,NV,77006,"117 S 11TH ST, Las Vegas, NV, 77006",[],,
101 N JONES BL,Las Vegas,NV,89102,"101 N JONES BL, Las Vegas, NV, 89102",[],,
112 W WYOMING AV,Las Vegas,NV,85350,"112 W WYOMING AV, Las Vegas, NV, 85350",[],,
101 N MOJAVE RD,Las Vegas,NV,92110,"101 N MOJAVE RD, Las Vegas, NV, 92110",[],,
12 GREELY CLUB TR,Las Vegas,NV,89052,"12 GREELY CLUB TR, Las Vegas, NV, 89052",[],,
23 N MOJAVE RD,Las Vegas,NV,89101,"23 N MOJAVE RD, Las Vegas, NV, 89101","[{""place_id"":""5033187647"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.160148501483,36.160248501483,-115.10561909231,-115.10551909231],""lat"":""36.1601985014828"",""lon"":""-115.105569092309"",""display_name"":""23, North Mojave Road, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.315}]",-115.105569092309,36.1601985014828
29 N 28TH ST,Las Vegas,NV,90014,"29 N 28TH ST, Las Vegas, NV, 90014",[],,
37 W OWENS AV,Las Vegas,NV,89106,"37 W OWENS AV, Las Vegas, NV, 89106","[{""place_id"":""78760823"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""130345485"",""boundingbox"":[""36.1884078979492"",""36.188419342041"",""-115.144050598145"",""-115.144012451172""],""lat"":""36.188408"",""lon"":""-115.1440143"",""display_name"":""West Owens Avenue, Cultural Corridor, Vegas Heights, Las Vegas, Clark, Nevada, 89106, United States of America"",""class"":""highway"",""type"":""tertiary"",""importance"":1.4},{""place_id"":""65319708"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""98840773"",""boundingbox"":[""36.1883850097656"",""36.1884536743164"",""-115.160789489746"",""-115.152099609375""],""lat"":""36.188419"",""lon"":""-115.156318"",""display_name"":""West Owens Avenue, Vegas Heights, Las Vegas, Clark, Nevada, 89106, United States of America"",""class"":""highway"",""type"":""tertiary"",""importance"":1.4},{""place_id"":""5033357878"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.188244857126,36.188344857126,-115.13996157304,-115.13986157304],""lat"":""36.1882948571259"",""lon"":""-115.139911573039"",""display_name"":""37, West Owens Avenue, North Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.315}]",-115.1440143,36.188408
100 S MARYLAND PK,Las Vegas,NV,89146,"100 S MARYLAND PK, Las Vegas, NV, 89146",[],,
24 W MAYFLOWER AV,Las Vegas,NV,85079,"24 W MAYFLOWER AV, Las Vegas, NV, 85079",[],,
7 COMMERCE CENTER DR,Las Vegas,NV,89123,"7 COMMERCE CENTER DR, Las Vegas, NV, 89123",[],,
80 N MOJAVE RD,Las Vegas,NV,89101,"80 N MOJAVE RD, Las Vegas, NV, 89101","[{""place_id"":""5031545299"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.161574666667,36.161674666667,-115.105417,-115.105317],""lat"":""36.1616246666667"",""lon"":""-115.105367"",""display_name"":""80, North Mojave Road, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.315}]",-115.105367,36.1616246666667
112 N 3RD ST,Las Vegas,NV,89101,"112 N 3RD ST, Las Vegas, NV, 89101","[{""place_id"":""5032005233"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.171460901456,36.171560901456,-115.14201618659,-115.14191618659],""lat"":""36.1715109014557"",""lon"":""-115.14196618659"",""display_name"":""112, North 3rd Street, Cultural Corridor, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.14196618659,36.1715109014557
22 INDIAN RUN WY,Las Vegas,NV,89113,"22 INDIAN RUN WY, Las Vegas, NV, 89113",[],,
25 FREMONT ST,Las Vegas,NV,89102,"25 FREMONT ST, Las Vegas, NV, 89102",[],,
50 W COLORADO AV,Las Vegas,NV,89102,"50 W COLORADO AV, Las Vegas, NV, 89102","[{""place_id"":""5030219020"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.15617057544,36.15627057544,-115.1544681265,-115.1543681265],""lat"":""36.15622057544"",""lon"":""-115.154418126497"",""display_name"":""50, West Colorado Avenue, 18b Arts District, Five Points, Las Vegas, Clark, Nevada, 89102, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.154418126497,36.15622057544
10 W WYOMING AV,Las Vegas,NV,89102,"10 W WYOMING AV, Las Vegas, NV, 89102","[{""place_id"":""5033362419"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.152212201125,36.152312201125,-115.15434352532,-115.15424352532],""lat"":""36.1522622011253"",""lon"":""-115.154293525318"",""display_name"":""10, West Wyoming Avenue, 18b Arts District, Twin Lakes, Las Vegas, Clark, Nevada, 89102, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.154293525318,36.1522622011253
32 W MAYFLOWER AV,Las Vegas,NV,89030,"32 W MAYFLOWER AV, Las Vegas, NV, 89030",[],,
106 CASSIA WY,Las Vegas,NV,89014,"106 CASSIA WY, Las Vegas, NV, 89014",[],,
15 W CHARLESTON BL,Las Vegas,NV,89170,"15 W CHARLESTON BL, Las Vegas, NV, 89170",[],,
107 E CHARLESTON BL,Las Vegas,NV,89012,"107 E CHARLESTON BL, Las Vegas, NV, 89012",[],,
37 W OWENS AV,Las Vegas,NV,89126,"37 W OWENS AV, Las Vegas, NV, 89126",[],,
1 GRUCCI LN,Las Vegas,NV,11719,"1 GRUCCI LN, Las Vegas, NV, 11719",[],,
5 WRIGHT ST,Las Vegas,NV,89115,"5 WRIGHT ST, Las Vegas, NV, 89115",[],,
107 MARIGOLD LN,Las Vegas,NV,89107,"107 MARIGOLD LN, Las Vegas, NV, 89107","[{""place_id"":""5036426973"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.173602650176,36.173702650176,-115.17524746926,-115.17514746926],""lat"":""36.1736526501756"",""lon"":""-115.175197469258"",""display_name"":""107, Marigold Lane, Twin Lakes, Las Vegas, Clark, Nevada, 89107, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.115}]",-115.175197469258,36.1736526501756
32 W IMPERIAL AV,Las Vegas,NV,89102,"32 W IMPERIAL AV, Las Vegas, NV, 89102","[{""place_id"":""5031028145"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.154849785208,36.154949785208,-115.15438587947,-115.15428587947],""lat"":""36.1548997852082"",""lon"":""-115.154335879467"",""display_name"":""32, West Imperial Avenue, 18b Arts District, Five Points, Las Vegas, Clark, Nevada, 89102, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.154335879467,36.1548997852082
15 N MOJAVE RD,Las Vegas,NV,89110,"15 N MOJAVE RD, Las Vegas, NV, 89110",[],,
19 LEWIS AV,Las Vegas,NV,10014,"19 LEWIS AV, Las Vegas, NV, 10014",[],,
91 S MARTIN L KING BL,Las Vegas,NV,75024,"91 S MARTIN L KING BL, Las Vegas, NV, 75024",[],,
116 SAPODILLA LN,Las Vegas,NV,89131,"116 SAPODILLA LN, Las Vegas, NV, 89131",[],,
117 FARKAS LN,Las Vegas,NV,89145,"117 FARKAS LN, Las Vegas, NV, 89145","[{""place_id"":""5034922352"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.174664514826,36.174764514826,-115.26498201201,-115.26488201201],""lat"":""36.1747145148263"",""lon"":""-115.264932012014"",""display_name"":""117, Farkas Lane, The Pueblo, Las Vegas, Clark, Nevada, 89145, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.115}]",-115.264932012014,36.1747145148263
109 N 4TH ST,Las Vegas,NV,89101,"109 N 4TH ST, Las Vegas, NV, 89101","[{""place_id"":""5036349747"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.16984083726,36.16994083726,-115.14161764924,-115.14151764924],""lat"":""36.1698908372599"",""lon"":""-115.14156764924"",""display_name"":""109, North 4th Street, Cultural Corridor, Five Points, Las Vegas, Clark, Nevada, 89101, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.14156764924,36.1698908372599
100 S MARTIN L KING BL,Las Vegas,NV,89145,"100 S MARTIN L KING BL, Las Vegas, NV, 89145",[],,
42 SHADOW LN,Las Vegas,NV,89106,"42 SHADOW LN, Las Vegas, NV, 89106","[{""place_id"":""28562276"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""14297147"",""boundingbox"":[""36.1552391052246"",""36.1750793457031"",""-115.165473937988"",""-115.16520690918""],""lat"":""36.165677"",""lon"":""-115.165432"",""display_name"":""Shadow Lane, 18b Arts District, Twin Lakes, Las Vegas, Clark, Nevada, 89102, United States of America"",""class"":""highway"",""type"":""residential"",""importance"":1}]",-115.165432,36.165677
117 N 4TH ST,Las Vegas,NV,89031,"117 N 4TH ST, Las Vegas, NV, 89031",[],,
111 N NELLIS BL,Las Vegas,NV,19808,"111 N NELLIS BL, Las Vegas, NV, 19808",[],,
105 W BADER AV,Las Vegas,NV,89040,"105 W BADER AV, Las Vegas, NV, 89040",[],,
65 CHAPMAN HEIGHTS ST,Las Vegas,NV,89138,"65 CHAPMAN HEIGHTS ST, Las Vegas, NV, 89138",[],,
17 N MOJAVE RD,Las Vegas,NV,89030,"17 N MOJAVE RD, Las Vegas, NV, 89030",[],,
119 N 4TH ST,Las Vegas,NV,89119,"119 N 4TH ST, Las Vegas, NV, 89119",[],,
101 CONVENTION CENTER DR,Las Vegas,NV,95010,"101 CONVENTION CENTER DR, Las Vegas, NV, 95010",[],,
15 DESERT DAWN LN,Las Vegas,NV,89014,"15 DESERT DAWN LN, Las Vegas, NV, 89014",[],,
106 S JONES BL,Las Vegas,NV,89119,"106 S JONES BL, Las Vegas, NV, 89119",[],,
20 GOLD BAR CT,Las Vegas,NV,96753,"20 GOLD BAR CT, Las Vegas, NV, 96753",[],,
115 N 7TH ST,Las Vegas,NV,89104,"115 N 7TH ST, Las Vegas, NV, 89104",[],,
53 MESA RIVERA ST,Las Vegas,NV,89012,"53 MESA RIVERA ST, Las Vegas, NV, 89012",[],,
214 S MARYLAND PK,Las Vegas,NV,89101,"214 S MARYLAND PK, Las Vegas, NV, 89101",[],,
111 W WYOMING AV,Las Vegas,NV,89102,"111 W WYOMING AV, Las Vegas, NV, 89102","[{""place_id"":""5034179256"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.152122726991,36.152222726991,-115.15583593142,-115.15573593142],""lat"":""36.1521727269913"",""lon"":""-115.155785931419"",""display_name"":""111, West Wyoming Avenue, 18b Arts District, Twin Lakes, Las Vegas, Clark, Nevada, 89102, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.155785931419,36.1521727269913
91 E AGATE AV,Las Vegas,NV,89123,"91 E AGATE AV, Las Vegas, NV, 89123","[{""place_id"":""5032730369"",""licence"":""Data \u00a9 OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""boundingbox"":[36.024534263523,36.024634263523,-115.16935914231,-115.16925914231],""lat"":""36.024584263523"",""lon"":""-115.169309142307"",""display_name"":""91, East Agate Avenue, Enterprise, Las Vegas, Clark, Nevada, 89123, United States of America"",""class"":""place"",""type"":""house"",""importance"":1.415}]",-115.169309142307,36.024584263523
21 FREMONT ST,Las Vegas,NV,89144,"21 FREMONT ST, Las Vegas, NV, 89144",[],,
